client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
36ee89112373068ed99fd75b60426fd2efd3c521385621e11e1f386ba92716166d9d01eb60f9530e09276a038c762db59ca8c3a709f4ce8615ca67ef6c757bc4	common_voice_ur_27924619.mp3	گندھارا کی تہذیب سے لیکر ہندومت اور جین	2	0	twenties	male			ur	
36ee89112373068ed99fd75b60426fd2efd3c521385621e11e1f386ba92716166d9d01eb60f9530e09276a038c762db59ca8c3a709f4ce8615ca67ef6c757bc4	common_voice_ur_27924620.mp3	اقدار، روایت، آداب، ہر چیز غیر متعلق ہو جاتی ہے۔	2	1	twenties	male			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791630.mp3	اس کے برعکس بلاول باہمت نظر آتاہے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791631.mp3	کہ جب نوازشریف کی کرپشن	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791632.mp3	کاش یہ وقت کبھی نہ گزر	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791633.mp3	نہ رہے گا بانس نہ بجے گیبانسری	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791634.mp3	نئی نسل پھر یہی تجربہ دہرائے گی۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791929.mp3	اس مادی کارخانے کے پیچھے ایک غیر مادی نظام بھی کارفرما ہے	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791930.mp3	یہ آئی کلاؤڈ اور آئی ٹیونز کے ذریعے بیک اپ کے ذریعے ممکن ہوتا ہے	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791931.mp3	پشاور زلمی اور اسلام اباد یونائیٹڈ کا فائنل ٹاکرا کراچی میں ہو گا	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791932.mp3	علماء اور سکالر دین کے حوالے سے راہنمائی دیں گے۔	2	1	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27791933.mp3	احتساب کے جج بھی تھے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27792949.mp3	کسی بک سٹور پہ آپ کو نہیں ملیں گی۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27792952.mp3	اور بے دل شکاری حضرات کی بے	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804510.mp3	تو پھر جو وقت ملتا ہے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804511.mp3	روٹیوں کو گرم کیا گیا	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804512.mp3	آج کرکٹ کا ٹورنمنٹ ہو رہا ہے	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804513.mp3	بعد امیر بنے اور سب	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804514.mp3	امریکہ نے ٹک ٹوک	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804584.mp3	ملک میں ہر طرف راوی چین لکھتا ہے۔	2	1	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804585.mp3	یہ تو قصۂ پارینہ ہے۔	2	1	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804586.mp3	آصف جنجوعہ سے باقاعدہ جنگ چھڑ گئی۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804799.mp3	صبا قمر کی فلم ہندی میڈیم کا سیکوئل بنے گا	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804800.mp3	تو آپ شاید تقریباً تمام جنگ زدہ	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804801.mp3	دونوں صاحبان نے ملک کی عزت بچا لی۔	2	1	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804802.mp3	اس ڈر سے ہمت ہاتھ سے پھسل جاتی ہے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804823.mp3	اس کی ایک گاڑی نیلی ہے اور باقی لال ہیں	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804824.mp3	اب تو وہ بھی نہیں رہا۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804826.mp3	ہم ان کو دانہ چنتے ہوئے	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804827.mp3	اپنی خیالی دنیا میں گم رہتا ہوں	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804828.mp3	بہت کم مذاق کرتا ہوں	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804829.mp3	یہ کتاب جانوروں کے بارے میں ہے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804830.mp3	جنون بہت اعلی قدر ہے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804832.mp3	کوئی ڈالتا ہے۔	2	0	twenties	female			ur	
87de3137a3e3a10f48dfaca9958e53ad7f59e5be3dc4dac1dd6cfc51ebb894f0b6640cbc30a78030c38ab92259070fce67eceaf128ae7d203e2db90dd0cdbe30	common_voice_ur_27804833.mp3	افغان سپر اسٹار راشد خان پاکستانی شہری نکلے	2	0	twenties	female			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331628.mp3	کو ٹیسٹ کی کپتانی سے	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331630.mp3	اپنے عروج پر پہنچ جاتی ہے	3	1	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331631.mp3	کورونا وائرس کیا	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331632.mp3	کی جو عادت پسند ہے	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331633.mp3	اسی طرح گاڑی بھی چارج کر لیں	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331673.mp3	اس لئے سوال پنجاب کا ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331674.mp3	اس کا مطلب یہی ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331675.mp3	اور یوں بھی۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331676.mp3	اس کیلئے تیار رہیں۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331677.mp3	بات تو عام آدمی اور معاشرے کی ہے۔	2	1	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331707.mp3	میں الارم بند کر تاہوں	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331708.mp3	جہاں آمدورفت ممکن ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331709.mp3	دونوں پیروں میں درد	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331710.mp3	جو کسر رہ گئی تھی۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331711.mp3	وہ اس تمام صورت حال کا نتیجہ ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331737.mp3	ملک رہتے ہیں۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331738.mp3	وہاں بھی بس کھانا ہی۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331739.mp3	اب اپنا نہیں ٹیم	2	1	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331740.mp3	مشرقی یورپ	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331741.mp3	لیکن ایساکچھ نہ ہوا۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331782.mp3	مزید خراب ہوئے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331784.mp3	بکھاریوں کو ہمیشہ کچھ دینا ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331786.mp3	ورلڈ کپ کے فائنل	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331789.mp3	باقی چار لٹک گئے	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31331791.mp3	میں خانیوال سے ہوں	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332187.mp3	پاکستانی کمپنی ’ڈسٹری بیوشن کلب‘	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332188.mp3	بہت افسوسناک حالات ہیں	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332220.mp3	یہ بہت سے اجزاء کا مجموعہ ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332221.mp3	نہ سماجی ہمارے ساتھ ایسا کیوں ہوا؟	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332318.mp3	یہ میری بھول تھی	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332320.mp3	وہ افواج پاکستان کا سپریم کمانڈر ہے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332321.mp3	وہاں مظالم رہیں گے۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332323.mp3	ان کی کوئی پکڑ نہ تھی۔	2	0	twenties	male			ur	
7904f356210fdfdaad21b6d074f3c649c5da21c09de099bb58d816be38ed7867153a661123d14ed174abfbcd265394dc9ddd393d59b2bc5b7ab615aa45f8a9de	common_voice_ur_31332325.mp3	دائرے میں داخل ہو چکے تھے۔	4	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998083.mp3	جب دنیا میں سرد جنگ چھڑی ہوئی تھی۔	3	1	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998088.mp3	ن لیگ تو ہے۔	4	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998143.mp3	یہی دہشت گردوں کی کامیابی ہوتی ہے۔	21	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998180.mp3	فساد اسی وقت ایک اجتماعی اور سماجی عمل بنتا ہے۔	2	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998229.mp3	گھر جو ویراں تھا سر شام وہ کیسے کیسے	2	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998321.mp3	جب لوگ اسے دنیاوی مقاصد کے لیے استعمال کرتے ہیں۔	8	1	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998362.mp3	اس میں سچ اہم نہیں، سچ کا تاثر دیتا موقف اہم ہے۔	2	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998389.mp3	چاند اپنے جوبن پر تھا	9	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998392.mp3	مجھے اپنی پینٹ اوپر کرنی چاہئے	8	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998424.mp3	یہ الگ بات ہے۔	7	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998469.mp3	علامت کوئی سبق یاد دلادیتی ہے۔	15	2	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998497.mp3	رنگ بدلے کسی صورت شب تنہائی کا	5	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998518.mp3	خود کو نا پسند کرتا ہوں	5	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998587.mp3	جہاں مناسب مال لگانا ہو لگاتے ہیں۔	8	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31998680.mp3	اب قلم کا رُخ ان نیک صفت لوگوں کی طرف نہیں کرنا۔	14	3	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999070.mp3	وہ ماحول اب رہا نہیں۔	6	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999090.mp3	وہ نہیں کرتے۔	7	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999097.mp3	اسلام دل کی بات ہے۔	9	1	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999134.mp3	یو ٹیوب بھی ایک معجزے سے کم نہیں۔	2	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999135.mp3	عبداللہ اپنے گھر میں بے چینی سے ٹہل رہا تھا	2	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999139.mp3	مقررہ قیمتوں سے زائد نرخوں پردودھ بیچنے والے ڈیری فارمرز گرفتار	5	1	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999163.mp3	یہ نہیں کہ لاہور آج کا بڑا شہر ہے۔	11	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999165.mp3	ہونٹوں کی ہلکی سی جنبش سے ٹوٹ جاتی ہے	4	2	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999266.mp3	پہاڑی جانوروں کے شکار کے لئے	2	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999502.mp3	مینیجمنٹ کا خیال تھا کہ ہر فارمیٹ میں	3	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999610.mp3	ہمارے جمہوریت پسندوں کا ملاحظہ ہو۔	3	1	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_31999741.mp3	دل کے دورے سے بچ	4	0	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_32010630.mp3	کون ہے جو ان میں کسی کو اسلام کا نمائندہ کہہ سکے؟	7	1	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_32014177.mp3	میاں برادران ترقی کا پہلا ماڈل پیش نظر رکھتے ہیں۔	4	2	twenties	male			ur	
7a182bade03f903e3770f4d9710cc731c4267bca5292d63ef072a747e7fae76f9b8a164b05f43eb67b2b59ce1450749cee7a138422ddb33fa1a2947e99f9a545	common_voice_ur_32014242.mp3	جانتا ہوں کہ چیزوں کو کیسے کرنا ہے	15	0	twenties	male			ur	
